d,i,P_L,err,pdet_mean
3,0,0.46630000000000005,0.0035274942239499132,0.3344840909090909
3,1,0.4525,0.0035195436493954727,0.3361068181818182
3,2,0.44184999999999997,0.003511542235969831,0.3397022727272727
3,3,0.45020000000000004,0.0035179536665510534,0.34009545454545453
3,4,0.44725000000000004,0.003515803162152284,0.3401636363636364
3,5,0.4535,0.003520211286272459,0.34000454545454545
3,6,0.45235000000000003,0.003519442267604343,0.3362340909090909
3,7,0.44889999999999997,0.003517021396011119,0.33702272727272725
3,8,0.45940000000000003,0.00352385896426063,0.33800454545454545
3,9,0.45235000000000003,0.003519442267604343,0.33999545454545455
3,10,0.44545,0.0035144295234077463,0.3386181818181818
3,11,0.45185,0.0035191019983797003,0.3346386363636364
3,12,0.48824999999999996,0.003534557521812313,0.3437295454545455
3,13,0.4447,0.0035138434085769956,0.3428522727272727
3,14,0.45215000000000005,0.003519306590082768,0.33119545454545457
5,0,0.45165,0.0035189648868665913,0.3370931818181818
5,1,0.45645,0.0035220973687562925,0.33810113636363637
5,2,0.45620000000000005,0.0035219423618225213,0.3399329545454545
5,3,0.4354,0.0035059010254141518,0.34005
5,4,0.44430000000000003,0.0035135275009596837,0.33819886363636364
5,5,0.46635000000000004,0.003527518089960702,0.33851363636363635
5,6,0.44745,0.0035159529113740987,0.3371193181818182
5,7,0.44225000000000003,0.0035118722748699164,0.3385090909090909
5,8,0.45075,0.0035183407843754986,0.33831136363636366
5,9,0.44630000000000003,0.0035150839961514435,0.33731704545454544
5,10,0.46030000000000004,0.0035243716461236035,0.34117386363636365
5,11,0.44675,0.0035154262721610306,0.33874545454545457
5,12,0.46525000000000005,0.003526984813548252,0.3374625
7,0,0.4435,0.0035128887685208594,0.3381166666666667
7,1,0.44920000000000004,0.003517238689654144,0.33873560606060604
7,2,0.44720000000000004,0.003515765634964879,0.3387
7,3,0.43300000000000005,0.003503648098767911,0.3390409090909091
7,4,0.44404999999999994,0.0035133288879636644,0.3381340909090909
7,5,0.4377,0.003507981684672826,0.3390075757575758
7,6,0.43799999999999994,0.00350824742570988,0.3376189393939394
7,7,0.43715000000000004,0.0035074911083280026,0.3372189393939394
7,8,0.43679999999999997,0.003507176642257986,0.34011742424242425
7,9,0.43225,0.003502926901178499,0.3391621212121212
7,10,0.42900000000000005,0.0034997071306039312,0.33784772727272727
9,0,0.43635,0.003506769720839964,0.33764602272727273
9,1,0.4456,0.0035145457743497952,0.3383073863636364
9,2,0.44084999999999996,0.0035107070334905476,0.3385261363636364
9,3,0.42179999999999995,0.0034920249140004715,0.3392795454545455
9,4,0.43810000000000004,0.0035083357165470925,0.3382551136363636
9,5,0.43694999999999995,0.0035073116307223116,0.3379153409090909
9,6,0.43305000000000005,0.003503695887916073,0.3391465909090909
9,7,0.42995000000000005,0.0035006642048331345,0.3386272727272727
9,8,0.43400000000000005,0.0035045969811092403,0.3378869318181818
11,0,0.43135,0.0035020506671092013,0.33771772727272725
11,1,0.43294999999999995,0.0035036002732903196,0.338645
11,2,0.43084999999999996,0.003501558777887357,0.33854454545454543
11,3,0.4203,0.0034903288527014186,0.33835136363636364
11,4,0.4276,0.0034982727166417427,0.33935
11,5,0.42474999999999996,0.0034952642067517586,0.3389027272727273
11,6,0.42674999999999996,0.0034973878645354734,0.33755636363636365
13,0,0.42395000000000005,0.003494398356655978,0.337867803030303
13,1,0.43105000000000004,0.0035017559702240817,0.33797727272727274
13,2,0.42705000000000004,0.003497701370185854,0.3394087121212121
13,3,0.41590000000000005,0.0034851627652091087,0.33910151515151515
13,4,0.42369999999999997,0.0034941258563480505,0.33799090909090906
15,0,0.42125,0.0034914068618538286,0.3387051948051948
15,1,0.42325,0.003493633048131987,0.3386737012987013
15,2,0.4225,0.00349280510478326,0.3382353896103896
17,0,0.42055,0.0034906138249597304,0.3377664772727273
