d,i,P_L,err,pdet_mean
3,0,0.013000000000000012,0.0008009681641613482,0.042036363636363636
3,1,0.005850000000000022,0.0005392484353245738,0.038425
3,2,0.007750000000000035,0.0006200781200784315,0.04672727272727273
3,3,0.007449999999999957,0.0006080500596168031,0.05069090909090909
3,4,0.006700000000000039,0.0005768496337868318,0.048818181818181816
3,5,0.00934999999999997,0.0006805357264684923,0.04588409090909091
3,6,0.007750000000000035,0.0006200781200784315,0.03634090909090909
3,7,0.009149999999999991,0.0006732858791033714,0.036088636363636364
3,8,0.009950000000000014,0.0007018189759475022,0.03738181818181818
3,9,0.008449999999999958,0.0006472479239055139,0.04411590909090909
3,10,0.007299999999999973,0.000601943103623589,0.045988636363636363
3,11,0.005700000000000038,0.0005323302546352235,0.03735454545454545
3,12,0.005249999999999977,0.0005110008561636652,0.030913636363636365
3,13,0.005299999999999971,0.0005134155237232301,0.030347727272727273
3,14,0.0050000000000000044,0.0004987484335815003,0.03204772727272727
5,0,0.0034999999999999476,0.0004175972940525326,0.04438181818181818
5,1,0.0021499999999999853,0.0003275192742419891,0.044557954545454546
5,2,0.0026000000000000467,0.00036008610081479447,0.04777272727272727
5,3,0.0014499999999999513,0.00026906295731668,0.0482875
5,4,0.00385000000000002,0.0004379028145604924,0.04257954545454545
5,5,0.0034999999999999476,0.0004175972940525326,0.04098636363636363
5,6,0.0021999999999999797,0.0003312974494317742,0.03686136363636364
5,7,0.003650000000000042,0.0004264198342009927,0.04010227272727273
5,8,0.0022999999999999687,0.00033872629068319813,0.04168522727272727
5,9,0.0018000000000000238,0.0002997298783905288,0.04073522727272727
5,10,0.0012999999999999678,0.0002547852036520143,0.03845113636363636
5,11,0.0013499999999999623,0.0002596321917636527,0.03385113636363636
5,12,0.0010999999999999899,0.00023439176606698345,0.03148068181818182
7,0,0.0010000000000000009,0.0002234949663862702,0.04586060606060606
7,1,0.0014499999999999513,0.00026906295731668,0.045
7,2,0.0010000000000000009,0.0002234949663862702,0.04396212121212121
7,3,0.0019500000000000073,0.00031194530770633556,0.04422121212121212
7,4,0.0018500000000000183,0.00030385666851329905,0.040846969696969694
7,5,0.0013999999999999568,0.000264389863648359,0.04202954545454545
7,6,0.0016000000000000458,0.00028261634772249513,0.03990378787878788
7,7,0.0007500000000000284,0.00019357653525156767,0.03918636363636364
7,8,0.00034999999999996145,0.00013226441320324253,0.03809469696969697
7,9,0.0005500000000000504,0.00016578562965469148,0.03727272727272727
7,10,0.00044999999999995044,0.0001499662462022622,0.036316666666666664
9,0,0.0008000000000000229,0.00019991998399359966,0.04348068181818182
9,1,0.00039999999999995595,0.0001413930691370613,0.04277215909090909
9,2,0.0009500000000000064,0.00021784139872852524,0.042317045454545454
9,3,0.0012999999999999678,0.0002547852036520143,0.04419488636363637
9,4,0.0008000000000000229,0.00019991998399359966,0.042132386363636365
9,5,0.0007000000000000339,0.00018701737887159497,0.040860795454545455
9,6,0.00019999999999997797,9.998999949994449e-05,0.03765625
9,7,4.999999999999449e-05,4.999874998437186e-05,0.03697670454545455
9,8,4.999999999999449e-05,4.999874998437186e-05,0.036582954545454544
11,0,0.00024999999999997247,0.00011178942257655069,0.04226090909090909
11,1,0.00044999999999995044,0.0001499662462022622,0.04304090909090909
11,2,0.0009000000000000119,0.00021203655345246628,0.04305136363636364
11,3,0.00029999999999996696,0.0001224561145880366,0.04282681818181818
11,4,0.00044999999999995044,0.0001499662462022622,0.03988863636363636
11,5,9.999999999998899e-05,7.070714249635216e-05,0.03875818181818182
11,6,4.999999999999449e-05,4.999874998437186e-05,0.03653454545454545
13,0,0.00014999999999998348,8.65960449443228e-05,0.04288219696969697
13,1,0.00034999999999996145,0.00013226441320324253,0.04209318181818182
13,2,0.00019999999999997797,9.998999949994449e-05,0.04102840909090909
13,3,0.00014999999999998348,8.65960449443228e-05,0.0407469696969697
13,4,0.00014999999999998348,8.65960449443228e-05,0.03858181818181818
15,0,4.999999999999449e-05,4.999874998437186e-05,0.041172402597402596
15,1,0.0,0.0,0.04041525974025974
15,2,0.0,0.0,0.03974545454545454
17,0,0.0,0.0,0.04003181818181818
