distance,alpha,order,pdet,eps,eps_err
3,0.1653,2,0.1368303,0.009105511611943173,7.136233073814736e-05
3,0.1653,2,0.2173123,0.004592469334733729,3.858038832196556e-05
3,0.1653,2,0.2889871,0.008351964229906084,6.514855600299997e-05
3,0.1653,2,0.1771584,0.003411241683860977,3.1138155293824755e-05
3,0.1653,2,0.0396904,0.0014638456012047163,1.8404262296125533e-05
3,0.1653,2,0.1068215,0.003568252042098541,3.2121240198153074e-05
3,0.1653,2,0.1992053,0.010828032522873066,8.712125403603157e-05
3,0.1653,2,0.213785,0.013911940975305737,0.00012222995087748852
3,0.1653,2,0.1312388,0.004729500887224125,3.9457239355283944e-05
3,0.1653,2,0.0740996,0.0035427169479352316,3.196135676364042e-05
3,0.1653,2,0.0926645,0.00852697517508777,6.655866851805519e-05
3,0.1653,2,0.1293091,0.005700999552310848,4.5817496956373505e-05
3,0.1653,2,0.2050572,0.006935856034946786,5.439440114476342e-05
3,0.1653,2,0.1545713,0.00784496421292774,6.116924597123993e-05
3,0.1653,2,0.0574317,0.0026817779782818407,2.6544577732571163e-05
3,0.1653,2,0.0390381,0.0013435677152333625,1.7524168841501964e-05
3,0.1653,2,0.0305046,0.0008283477052952182,1.340701776094942e-05
3,0.1653,2,0.0448247,0.0014202988272933315,1.808819234158432e-05
3,0.1653,2,0.0767895,0.0033989417718142123,3.106113031863236e-05
3,0.1653,2,0.0826209,0.004105232811601356,3.549156636527077e-05
3,0.1653,2,0.1017326,0.003914724060841923,3.429319964647934e-05
3,0.1653,2,0.2638155,0.010608277279123113,8.497764013146403e-05
3,0.1653,2,0.3975451,0.017450225127472074,0.0001776859368892755
3,0.1653,2,0.2834606,0.01362207666889631,0.00011848026040121658
3,0.1653,2,0.1101852,0.0037879391749195412,3.349759933018772e-05
3,0.1653,2,0.0435094,0.0020163508397618157,2.2224402852022777e-05
3,0.1653,2,0.0394913,0.0013613818619822027,1.765596089784097e-05
3,0.1653,2,0.0583039,0.0022538781106047345,2.3790584510292528e-05
3,0.1653,2,0.1007589,0.0036902867720692845,3.288554813909335e-05
3,0.1653,2,0.0952122,0.0029743696482473214,2.83962283960007e-05
3,0.1653,2,0.0562603,0.0018463933177138014,2.108031298263725e-05
3,0.1653,2,0.0549144,0.0016797021147793578,1.993398859372573e-05
3,0.1653,2,0.0442407,0.0012714883793867315,1.6985300622934865e-05
3,0.1653,2,0.0342491,0.0008541948293146473,1.3632183701316902e-05
3,0.1653,2,0.049439,0.0013499589498320863,1.7571513140635362e-05
3,0.1653,2,0.0678485,0.0018341733887873857,2.099715562297089e-05
3,0.1653,2,0.052758,0.001541957998982435,1.8964549694572765e-05
3,0.1653,2,0.0312523,0.0010844786687151942,1.553886705632025e-05
3,0.1653,2,0.0334042,0.000949459557059662,1.4441015147213405e-05
3,0.1653,2,0.0394354,0.001150314427804,1.6056849164555214e-05
3,0.248,2,0.3582511,0.035994195811042184,0.0012295871402667868
3,0.248,2,0.0965389,0.005711177973266035,4.5885706513011586e-05
3,0.248,2,0.1845912,0.020104458738672337,0.00023427545759918547
3,0.248,2,0.2756092,0.0208508535323505,0.0002531484781591603
3,0.248,2,0.1630875,0.009511319594376844,7.486973336925659e-05
3,0.248,2,0.0942458,0.0066273619742882595,5.219006196558823e-05
3,0.248,2,0.1334631,0.005997896643081813,4.782265709136605e-05
3,0.248,2,0.1526473,0.013860262555627167,0.00012155377902002022
3,0.248,2,0.2225701,0.006234400509160243,4.944418312762861e-05
3,0.248,2,0.2906079,0.010461220604169097,8.35662001676603e-05
3,0.248,2,0.1838239,0.0049010950881389626,4.056136699814879e-05
3,0.248,2,0.049349,0.0018990347370575478,2.1437095999838468e-05
3,0.248,2,0.1200258,0.004834553931613583,4.013235861776488e-05
3,0.248,2,0.2160805,0.011922648325692231,9.845187691524823e-05
3,0.248,2,0.2252121,0.016630138386003468,0.00016305311996025622
3,0.248,2,0.1430615,0.0071126735888050185,5.5678427850365716e-05
3,0.248,2,0.0951544,0.006378188291025599,5.044120329481987e-05
3,0.248,2,0.1158559,0.0057555210985787975,4.618329728207228e-05
3,0.248,2,0.1041831,0.0074150120305397915,5.791060316172598e-05
3,0.248,2,0.1553235,0.010354701189979387,8.255513754075197e-05
3,0.248,2,0.1602723,0.016458520510548524,0.00016013967388274833
3,0.248,2,0.0811205,0.004408383300593732,3.740854357446773e-05
3,0.248,2,0.0448801,0.001778054862481615,2.06135566083102e-05
3,0.248,2,0.043022,0.0015391662259578998,1.8944664454197908e-05
3,0.248,2,0.0610348,0.0024884058110273277,2.5308581317744032e-05
3,0.248,2,0.0857671,0.005169068303037261,4.230083133930563e-05
3,0.248,2,0.091064,0.004725041123067153,3.942863603165243e-05
3,0.248,2,0.0695223,0.0035130071162832177,3.177534145878868e-05
3,0.248,2,0.1131051,0.0052258023038436185,4.2671680858331335e-05
3,0.248,2,0.2502308,0.010028287422048088,7.951456439114345e-05
3,0.248,2,0.3130888,0.012695820117303247,0.00010716890562672765
3,0.248,2,0.1821945,0.008767714982395647,6.853047902640441e-05
3,0.248,2,0.05672,0.003185801223149931,2.9725302820661136e-05
3,0.248,2,0.0486241,0.0022688627184380694,2.388832373205383e-05
3,0.248,2,0.0684366,0.0034915570743722646,3.164104284174886e-05
3,0.248,2,0.1216008,0.006275539038753608,4.9728552505081666e-05
3,0.248,2,0.1147071,0.005167737216021817,4.229214177233282e-05
3,0.248,2,0.0652256,0.002696625995435742,2.663901741932491e-05
3,0.248,2,0.0609694,0.0021649264427248682,2.320795218876017e-05
3,0.248,2,0.055174,0.002039293252847574,2.2377207354568523e-05
3,0.248,2,0.0524229,0.0018269920504734305,2.0948225383899657e-05
3,0.248,2,0.0639098,0.002729525215505957,2.6848062852576785e-05
3,0.248,2,0.0793094,0.003882146110946172,3.408864274864661e-05
3,0.248,2,0.0633664,0.0023549517432445155,2.444774739541154e-05
3,0.248,2,0.0353655,0.0012728479282262395,1.6995551623362323e-05
3,0.248,2,0.037307,0.001174299445544924,1.6243068712308623e-05
3,0.248,2,0.051764,0.0018557478900408375,2.1143884425237484e-05
3,0.3307,2,0.3906489,0.0476323910746283,0.004270089181154291
3,0.3307,2,0.1204678,0.008658854577906994,6.763416745114867e-05
3,0.3307,2,0.2312514,0.03056605272476909,0.0006949989767345414
3,0.3307,2,0.3461544,0.02857478604462721,0.0005645440555287412
3,0.3307,2,0.2052923,0.015326734814955056,0.00014211894155533375
3,0.3307,2,0.1114473,0.01049509562845058,8.388971627537932e-05
3,0.3307,2,0.1594189,0.008089257748164713,6.306747205997786e-05
3,0.3307,2,0.1720297,0.020566396178761215,0.00024578485735653345
3,0.3307,2,0.2275177,0.009000730891224662,7.047560115724328e-05
3,0.3307,2,0.287867,0.013060710285271504,0.00011150687739910706
3,0.3307,2,0.187673,0.008846065511826595,6.918043916958918e-05
3,0.3307,2,0.0595475,0.0029478805141530673,2.822928725463631e-05
3,0.3307,2,0.1366788,0.008310502931166475,6.481730268440944e-05
3,0.3307,2,0.2333612,0.011739666537517068,9.647849145021839e-05
3,0.3307,2,0.220992,0.015702508107149737,0.00014788017463356876
3,0.3307,2,0.1406595,0.007207556490812672,5.6373886383672485e-05
3,0.3307,2,0.1094355,0.009643920494397107,7.604178080129563e-05
3,0.3307,2,0.1311491,0.007132872654387057,5.582609873260147e-05
3,0.3307,2,0.2115114,0.013581900777351219,0.00011796870787971926
3,0.3307,2,0.3249529,0.016093134926146613,0.00015409988569712015
3,0.3307,2,0.2320086,0.017117265052730313,0.00017159974770777922
3,0.3307,2,0.0909006,0.005475859164984553,4.431788667935052e-05
3,0.3307,2,0.0585047,0.0032151145884916077,2.9909192067343252e-05
3,0.3307,2,0.0468617,0.0016493226019274054,1.972205352177621e-05
3,0.3307,2,0.0648835,0.0037560553389205387,3.3297703877433576e-05
3,0.3307,2,0.1072485,0.00619011453879148,4.913883649688856e-05
3,0.3307,2,0.1152422,0.007808135379994696,6.0886077669733424e-05
3,0.3307,2,0.0816069,0.004537297196585854,3.822847711682047e-05
3,0.3307,2,0.1032403,0.006746124543831666,5.3033411998016715e-05
3,0.3307,2,0.1658408,0.007489315119977968,5.846651583143137e-05
3,0.3307,2,0.1665107,0.009680865297158836,7.637067234056703e-05
3,0.3307,2,0.1161457,0.007187613619986821,5.622733309139189e-05
3,0.3307,2,0.0711058,0.0045610846058957155,3.8380126893986646e-05
3,0.3307,2,0.0593886,0.0032293909969570156,2.999872617919514e-05
3,0.3307,2,0.0868526,0.005287233171106243,4.307430837394123e-05
3,0.3307,2,0.1486352,0.01111632741231472,8.99977253836597e-05
3,0.3307,2,0.1384673,0.009439817981344578,7.424312880686794e-05
3,0.3307,2,0.0806607,0.004701500717020746,3.92777313871101e-05
3,0.3307,2,0.0715044,0.003315197163185679,3.053656720980954e-05
3,0.3307,2,0.0577616,0.0026298508226702544,2.6213815064537714e-05
3,0.3307,2,0.0513742,0.0020170822449004366,2.2229279839500276e-05
3,0.3307,2,0.0720025,0.004116622226424171,3.55633440190112e-05
3,0.3307,2,0.0952772,0.005416001136971105,4.3922031158609314e-05
3,0.3307,2,0.0767069,0.004100740516022328,3.546325988173908e-05
3,0.3307,2,0.0472947,0.002341098163902877,2.4357956737443637e-05
3,0.3307,2,0.0529241,0.0021944078430641833,2.34015315518429e-05
3,0.3307,2,0.0706881,0.0033307252559914846,3.0633854309534576e-05
3,0.4134,2,0.3968326,0.06451820502196065,0.027542273262237675
3,0.4134,2,0.1416118,0.012049394190718599,9.983837550064088e-05
3,0.4134,2,0.2381161,0.04254481276206823,0.002468431679805636
3,0.4134,2,0.3425241,0.030938360228102868,0.0007226010172581979
3,0.4134,2,0.2149634,0.02578736328130754,0.0004224305899232933
3,0.4134,2,0.1399309,0.014002427790393346,0.00012342202045830143
3,0.4134,2,0.1920734,0.014075902592456113,0.00012439764110804916
3,0.4134,2,0.1981095,0.03052653820922524,0.0006921330930980439
3,0.4134,2,0.2609916,0.010619150941322042,8.508273157115642e-05
3,0.4134,2,0.3385301,0.014731678164349005,0.00013341915876923093
3,0.4134,2,0.2255965,0.009330493276964946,7.329226099686629e-05
3,0.4134,2,0.0830076,0.005100744443940541,4.1855456192191205e-05
3,0.4134,2,0.1555503,0.012929158957045217,0.00010992571997181273
3,0.4134,2,0.2404254,0.012377941587501495,0.0001035090066400295
3,0.4134,2,0.2265433,0.01736055558371208,0.0001760268123128386
3,0.4134,2,0.1551911,0.007834118178404126,6.108577280446791e-05
3,0.4134,2,0.1394621,0.017178081370835152,0.00017269629969593087
3,0.4134,2,0.1735009,0.014482021434891412,0.000129916861886242
3,0.4134,2,0.1626468,0.01757299298644932,0.00017998184070788724
3,0.4134,2,0.1935655,0.01598934905682059,0.00015242385616475398
3,0.4134,2,0.1721372,0.020141881918695537,0.0002351877291422936
3,0.4134,2,0.1008303,0.006717369323602063,5.282862171759387e-05
3,0.4134,2,0.0749993,0.004675796206921268,3.911309634001334e-05
3,0.4134,2,0.0612886,0.002701580165623718,2.667051487904188e-05
3,0.4134,2,0.0805842,0.005569952436733527,4.494252697320489e-05
3,0.4134,2,0.1241927,0.00892309984287537,6.982349386519997e-05
3,0.4134,2,0.1289592,0.010085120841246853,8.003781967660078e-05
3,0.4134,2,0.0900996,0.005470028792256609,4.427927792046679e-05
3,0.4134,2,0.0942285,0.007344557486880399,5.738619412482747e-05
3,0.4134,2,0.1686451,0.011169431390006868,9.053571643281371e-05
3,0.4134,2,0.2167921,0.013224475271777947,0.00011350290814013415
3,0.4134,2,0.1639087,0.012978377584169032,0.0001105149964039202
3,0.4134,2,0.0939058,0.007442081561596037,5.8112787224034056e-05
3,0.4134,2,0.080149,0.0054858128752900415,4.438382590900006e-05
3,0.4134,2,0.1107474,0.008760579247625466,6.84714871266779e-05
3,0.4134,2,0.1763593,0.018459163728947403,0.00019742413108402593
3,0.4134,2,0.1629172,0.016176956147394284,0.00015546614529498868
3,0.4134,2,0.0992696,0.007220601785128455,5.646986165874815e-05
3,0.4134,2,0.0862677,0.004886198337937908,4.046522763433711e-05
3,0.4134,2,0.0724495,0.004709447426351876,3.9328659336188755e-05
3,0.4134,2,0.0697618,0.003220603135971445,2.9943615196761017e-05
3,0.4134,2,0.0910234,0.007222233637379172,5.648187345651245e-05
3,0.4134,2,0.1148749,0.00801393089628688,6.247843004382783e-05
3,0.4134,2,0.0968664,0.005647817918747078,4.546169886776709e-05
3,0.4134,2,0.0711612,0.004813969845718913,3.9999868569013826e-05
3,0.4134,2,0.0836784,0.004682771215695769,3.915775606620049e-05
3,0.4134,2,0.1001671,0.0068415252687043515,5.3715608639782525e-05
3,0.496,2,0.4091902,0.056752482772992996,0.011584029894800554
3,0.496,2,0.1654525,0.017626245863389733,0.0001809865772188088
3,0.496,2,0.2292332,0.040196236303810196,0.001920555501563998
3,0.496,2,0.3008177,0.03940450783601296,0.001765251577561073
3,0.496,2,0.2018385,0.027821978249159773,0.0005219608405297062
3,0.496,2,0.1607247,0.01869054014658572,0.0002022414214204662
3,0.496,2,0.220958,0.017633213176217466,0.0001811184299534791
3,0.496,2,0.2170285,0.03336187052911932,0.0009317116797956615
3,0.496,2,0.2673045,0.011494133216815083,9.388187823169827e-05
3,0.496,2,0.3483564,0.012199891721111578,0.00010150590969207717
3,0.496,2,0.2411077,0.013990368644846929,0.000123262553835668
3,0.496,2,0.1036412,0.008716924162947337,6.811131855970588e-05
3,0.496,2,0.1948566,0.022536230953503378,0.00030149632403746857
3,0.496,2,0.289413,0.016771743790376437,0.0001654948654715674
3,0.496,2,0.2532289,0.023151236375446305,0.00032134650571705414
3,0.496,2,0.1717793,0.008970577450901684,7.022182136036173e-05
3,0.496,2,0.1514975,0.020941572086560556,0.0002555425007415993
3,0.496,2,0.1702955,0.01200060647857315,9.93027586111003e-05
3,0.496,2,0.2347717,0.023748960477999848,0.0003418931626553421
3,0.496,2,0.3402842,0.02435809310609993,0.00036419017112368095
3,0.496,2,0.2701409,0.03299183225331903,0.0008961797675670273
3,0.496,2,0.1413072,0.01345091876629706,0.00011631449937858297
3,0.496,2,0.096541,0.007648524912170107,5.9667736534064075e-05
3,0.496,2,0.0936994,0.006642756780143977,5.2299018657448506e-05
3,0.496,2,0.1126256,0.008128920134392148,6.33789828658826e-05
3,0.496,2,0.1303389,0.011845295579255233,9.76136131739793e-05
3,0.496,2,0.1400055,0.010801754993840451,8.686272640598413e-05
3,0.496,2,0.114158,0.008732561197899003,6.82401846120338e-05
3,0.496,2,0.1168839,0.009984126781303337,7.910974748028347e-05
3,0.496,2,0.2521376,0.021604819011631582,0.00027374138204776894
3,0.496,2,0.3620586,0.024302782536154144,0.0003621065799014131
3,0.496,2,0.2510459,0.024523590235402126,0.00037049691003741587
3,0.496,2,0.1209324,0.012472657011857957,0.00010458817129846061
3,0.496,2,0.1074651,0.009988964164340308,7.915401651892385e-05
3,0.496,2,0.1396222,0.014659212122407839,0.00013239380190685235
3,0.496,2,0.2053589,0.029191230825637626,0.0006020284635994186
3,0.496,2,0.188914,0.024971026049566247,0.0003881038589833936
3,0.496,2,0.121444,0.010869046659975123,8.7525974160025e-05
3,0.496,2,0.1058365,0.007391748897207007,5.7737160455043654e-05
3,0.496,2,0.0911332,0.006425571996375279,5.0771680427975695e-05
3,0.496,2,0.0873382,0.004995191382397068,4.116995626171549e-05
3,0.496,2,0.1106155,0.010762758376042902,8.64801735649351e-05
3,0.496,2,0.13831,0.011807810844126965,9.720953198043586e-05
3,0.496,2,0.1195894,0.0092847901626405,7.289730484754193e-05
3,0.496,2,0.0923303,0.007096946427171735,5.556359181834358e-05
3,0.496,2,0.1074572,0.007537613651079578,5.882946249645926e-05
3,0.496,2,0.1262175,0.011232557272477683,9.117858979456884e-05
3,0.5787,2,0.4406326,0.07677215879367011,0.11153032573859037
3,0.5787,2,0.1928361,0.025419466079186936,0.0004065968267526625
3,0.5787,2,0.2547306,0.05336775968472979,0.007979470656338517
3,0.5787,2,0.3329029,0.041969607949530974,0.002321003968150919
3,0.5787,2,0.2382627,0.041581406837506996,0.002226611364971778
3,0.5787,2,0.1960612,0.030721288687448334,0.0007063751195767148
3,0.5787,2,0.2554819,0.029088848348462537,0.0005956322308877271
3,0.5787,2,0.2479753,,0.0
3,0.5787,2,0.2724543,0.014697967266306788,0.0001329412674563625
3,0.5787,2,0.3206351,0.02843986867209597,0.0005566610990768456
3,0.5787,2,0.2474508,0.019187991232105184,0.00021298957641184348
3,0.5787,2,0.1490501,0.015023397417497364,0.00013762088614716896
3,0.5787,2,0.2308735,0.03533326078977156,0.001146700173556283
3,0.5787,2,0.3211682,0.020550746055200908,0.0002453859384208552
3,0.5787,2,0.2827297,0.03116515108091178,0.000739958566551506
3,0.5787,2,0.1987742,0.01359656158457867,0.00011815515379107033
3,0.5787,2,0.1809752,0.025609553051210376,0.000414701639144927
3,0.5787,2,0.2074415,0.02570468668199849,0.0004188189239674293
3,0.5787,2,0.3138772,0.026962098753333497,0.00047728486905742544
3,0.5787,2,0.4355129,0.04349737129511683,0.0027339158569442312
3,0.5787,2,0.3355387,0.03022888816519581,0.0006709277762157312
3,0.5787,2,0.1873072,0.025112381602412692,0.00039383973175578953
3,0.5787,2,0.1274134,0.013519641212724143,0.0001171798361112225
3,0.5787,2,0.119066,0.010917897087058814,8.800995301498384e-05
3,0.5787,2,0.1490974,0.016459551679636086,0.00016015703116454546
3,0.5787,2,0.1746649,0.02177171192075006,0.00027852012855051744
3,0.5787,2,0.1705473,0.019234365279226118,0.00021401953644227924
3,0.5787,2,0.1335845,0.012378624698511975,0.00010351675579771446
3,0.5787,2,0.1401653,0.014967376194548798,0.0001368046844737861
3,0.5787,2,0.2745857,0.030275724651277758,0.0006742202231844229
3,0.5787,2,0.3814626,0.03452695948875617,0.0010532429127591033
3,0.5787,2,0.2754531,0.032376938320113124,0.0008401583860802799
3,0.5787,2,0.143881,0.017213638908066042,0.0001733405237252747
3,0.5787,2,0.1277501,0.014447465228629275,0.00012943874748639622
3,0.5787,2,0.1665952,0.02145787425733381,0.00026960141750156295
3,0.5787,2,0.2342162,0.04810332417666624,0.004493691385750492
3,0.5787,2,0.2131019,0.0377125778901648,0.0014748678326562345
3,0.5787,2,0.1436663,0.01592857416232013,0.0001514503715201211
3,0.5787,2,0.1270408,0.010857897579166276,8.74158108925324e-05
3,0.5787,2,0.1182976,0.010604845949108044,8.494449801741942e-05
3,0.5787,2,0.1301939,0.010382622703986988,8.281925383726923e-05
3,0.5787,2,0.1526482,0.018525080557609097,0.00019878504263640172
3,0.5787,2,0.1681848,0.019420691642634103,0.0002182072044712531
3,0.5787,2,0.1440996,0.013981534580485233,0.00012314585213421374
3,0.5787,2,0.1165313,0.011487259624591073,9.38100195019444e-05
