d,i,P_L,err,pdet_mean
3,0,0.49865000000000004,0.003535521018888164,0.4752727272727273
3,1,0.5016,0.003535515803952798,0.4752454545454545
3,2,0.49639999999999995,0.0035354422637061973,0.47495
3,3,0.49970000000000003,0.003535533269536577,0.4748659090909091
3,4,0.4978,0.0035354996817988826,0.47445
3,5,0.49934999999999996,0.0035355309184053247,0.47412272727272725
3,6,0.5024,0.0035354931763475375,0.47301363636363636
3,7,0.5065500000000001,0.003535230526429642,0.47312272727272725
3,8,0.5022,0.0035354996817988826,0.4739590909090909
3,9,0.4952,0.0035353709847765623,0.47444772727272727
3,10,0.49939999999999996,0.0035355313603474088,0.47397045454545456
3,11,0.49850000000000005,0.0035355179959943635,0.47357272727272726
3,12,0.49734999999999996,0.0035354842490103104,0.4758181818181818
3,13,0.5017499999999999,0.0035355122507212443,0.4770090909090909
3,14,0.4951,0.003535364125518049,0.47544772727272727
5,0,0.502,0.0035355056215483523,0.47511136363636364
5,1,0.5005999999999999,0.0035355313603474088,0.4750556818181818
5,2,0.49595,0.0035354179208404767,0.4747
5,3,0.4939,0.003535270781708241,0.4744943181818182
5,4,0.50745,0.003535141422206472,0.4737318181818182
5,5,0.49729999999999996,0.0035354823574725983,0.47362272727272725
5,6,0.4969,0.003535465952318025,0.47348636363636365
5,7,0.49765000000000004,0.003535494855745091,0.47378522727272726
5,8,0.49515,0.0035353675728274706,0.4739647727272727
5,9,0.49465000000000003,0.003535331508501006,0.4740102272727273
5,10,0.50125,0.003535522857372018,0.4748943181818182
5,11,0.5004500000000001,0.003535532474041216,0.4752909090909091
5,12,0.49839999999999995,0.003535515803952798,0.47563295454545457
7,0,0.499,0.003535526834857855,0.4748909090909091
7,1,0.49439999999999995,0.0035353121502916824,0.47474469696969696
7,2,0.49475,0.0035353390042540474,0.4741378787878788
7,3,0.49495,0.0035353535714267676,0.4740371212121212
7,4,0.5016,0.003535515803952798,0.47380757575757576
7,5,0.49744999999999995,0.0035354879260153047,0.4738977272727273
7,6,0.49865000000000004,0.003535521018888164,0.47364772727272725
7,7,0.5022,0.0035354996817988826,0.47371439393939396
7,8,0.49644999999999995,0.003535444791677562,0.47458257575757573
7,9,0.49605,0.0035354235778757826,0.4750098484848485
7,10,0.4988,0.003535523723580426,0.4750787878787879
9,0,0.5011,0.0035355253499303324,0.4744215909090909
9,1,0.50225,0.0035354981084707144,0.47433920454545453
9,2,0.49970000000000003,0.003535533269536577,0.47409318181818183
9,3,0.49744999999999995,0.0035354879260153047,0.4741397727272727
9,4,0.498,0.0035355056215483523,0.47384829545454543
9,5,0.49839999999999995,0.003535515803952798,0.4738164772727273
9,6,0.4999,0.003535533835222059,0.4741903409090909
9,7,0.49729999999999996,0.0035354823574725983,0.4745380681818182
9,8,0.49924999999999997,0.003535529928454856,0.47479886363636364
11,0,0.5038,0.003535431798239078,0.4743290909090909
11,1,0.49739999999999995,0.0035354861051911943,0.4743609090909091
11,2,0.49915,0.0035355287970825523,0.4740686363636364
11,3,0.49744999999999995,0.0035354879260153047,0.47402636363636363
11,4,0.49834999999999996,0.003535514654898209,0.4742422727272727
11,5,0.49950000000000006,0.0035355321381653425,0.474455
11,6,0.49724999999999997,0.003535480430578,0.4744418181818182
13,0,0.5021,0.003535502722386167,0.47426931818181817
13,1,0.49575,0.0035354061824633388,0.47422954545454543
13,2,0.49850000000000005,0.0035355179959943635,0.47436022727272725
13,3,0.49205,0.003535086968520011,0.47452348484848483
13,4,0.49634999999999996,0.003535439700376744,0.4744431818181818
15,0,0.49855000000000005,0.0035355190389814053,0.4744905844155844
15,1,0.49650000000000005,0.0035354472842909143,0.47462662337662337
15,2,0.49665000000000004,0.0035354545499836367,0.4745155844155844
17,0,0.49785,0.003535501219770685,0.4746102272727273
